Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_da4fe9b9_3749_42e5_9eb7_fafb94edfdd7_inside_science_bubbles_break_bottles?e=19|*|||,Inside Science | Bubbles Break Bottles,"In this video from Inside Science, mechanical engineers use a high-speed camera and an accelerometer to identify what causes a bottle to break while performing this party trick. (Note: Lesson Plan available for this video in Support Materials)",PBS LearningMedia,English  2014-08-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_da94ed58_51c1_43da_8f14_59063c1b0ed4_meecs_climate_change_l_looking_at_climate_video_lesson_two?e=0|*|||,MEECS Climate Change l Looking At Climate: Video Lesson 2,"As a way to understand climate, students interpret climagraphs, and read about climate variability. (This video lesson highlights activity 3 from lesson 1 of the MEECS Climate Change Unit.)",PBS LearningMedia,English  2016-08-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_dd326536_8e8f_4c44_b515_934cf1f35f35_all_aboard_place_based_education_in_a_different_kind_of_classroom_spotlight_on_stewards?e=1|*|||,All Aboard! Place-Based Education in a Different Kind of Classroom | Spotlight on Stewards,"Detroit Public Schools Community District science teacher Chad Segrist shares how he uses Place Based Education (PBE) to help his high school biology class understand the ecology of local waterways, like the Detroit River. By connecting stewardship, the local environment, and community through hands-on ...Show More ",PBS LearningMedia,English  2017-11-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_developing_notebook_routines_professional_development?e=2|*|||,Developing Notebook Routines,"Using the table of contents and page headers, students will understand how a notebook is an organizational tool.",PBS LearningMedia,English  2016-10-04
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_dfbce6e6_8b85_4408_bce2_4c415f4e2e9e_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_no_till_farming_and_carbon_storage?e=3|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - No Till Farming and Carbon Storage,Conservation farming practices are a means to sequester carbon in active fields.,PBS LearningMedia,English  2014-08-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_e0623196_c19a_4b95_9ccb_3ef0e28c0168_meecs_energy_resources_l_michigans_energy_consumption_video_lesson_1?e=4|*|||,MEECS Energy Resources l Michigan's Energy Consumption: Video Lesson 1,Students learn how energy production and consumption has changed through taking part in a simulation activity. (This video lesson highlights activity 3 from lesson 1 of the MEECS Energy Resources Unit.),PBS LearningMedia,English  2016-11-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_e16aca2a_66d9_423f_9e8d_7a008b18d65e_inside_energy_fueling_our_feast_how_fossil_fuels_become_our_food?e=5|*|||,Inside Energy | Fueling Our Feast: How Fossil Fuels Become Our Food,"Our modern food production system is based on turning fossil fuels into food. It is an incredibly inefficient system, with about 10 units of fossil energy converting to about 1 unit of food energy. It is also unsustainable as populations across the world continue to grow. In this fun video, Inside Energy's ...Show More ",PBS LearningMedia,English  2015-11-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_e1c9b8a7_665e_499f_b437_4b9ef8f79ff9_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_sequestering_carbon_in_the_wetlands?e=6|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - Sequestering Carbon in the Wetlands,The role of wetlands in managing carbon is described.,PBS LearningMedia,English  2014-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_e2716e40_1fb8_439d_b464_cb817a075f81_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_co2_management_in_california_forests?e=7|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - CO2 Management in California Forests,Forest management in northern California is helping to manage carbon emissions.,PBS LearningMedia,English  2014-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_edison_legacy_21st_century_students_video_new_jersey_then_and_now?e=8|*|||,Thomas Edison's Teamwork and Innovation | New Jersey: Then and Now,"At his laboratories in Menlo Park and West Orange, New Jersey, Thomas Edison used his original concept of ""team work"" for the research and development of new inventions. The press recognized his achievement—calling him the ""Wizard of Menlo Park"" and the father of motion pictures. This resource explores ...Show More ",PBS LearningMedia,English  2020-01-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ee2c5677_98e8_472e_bcc1_e7ea0eabe053_out_of_the_air_into_the_soil_land_practices_that_reduce_atmospheric_carbon_levels_sequestering_carbon_in_the_prairie?e=9|*|||,Out of the Air - Into the Soil: Land Practices That Reduce Atmospheric Carbon Levels - Sequestering Carbon in the Prairie,The role of prairies sequestering carbon dioxide.,PBS LearningMedia,English  2014-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ef71c13c_c9fb_4ae4_8d90_574a99490754_classifying_land_use_l_meecs_land_use_lesson_3?e=10|*|||,Measuring Land Use and Land Cover l MEECS Land Use: Video Lesson 3,Students use a land use measurement system (dot planimeter) on an air photo to classify patterns of land use and land cover from a locality in Michigan. (This video lesson highlights activities 5 and 6 from lesson 2 of the MEECS Land Use Unit.),PBS LearningMedia,English  2016-06-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_efd1bb4e_4364_488c_b586_abb81c8c6dec_growing_energy?e=11|*|||,Growing Energy,Discover how Brazil's innovative fuel usage provides an argument for alternative fuels.,PBS LearningMedia,English  2010-05-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_egypts_treasure_guardians_egypts_treasure_guardians?e=12|*|||,Egypt's Treasure Guardians | Full Program,"Meet Egypt's ""treasure guardians,"" a group of archaeologists, scholars, conservators, and engineers working to guard national heritage, following years of political upheaval, by building a museum. To preserve its rich history and to tempt visitors back, Egypt is building the Grand Egyptian Museum (GEM)—the ...Show More ",PBS LearningMedia,English  2017-02-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_elizabeth_white_invented_blueberry_video_gallery_new_jersey_then_and_now?e=13|*|||,Elizabeth White: The Woman Who Invented the Blueberry | New Jersey: Then and Now,"We can thank Elizabeth White for blueberry pancakes and muffins. The blueberry, as we know it, was pioneered in 1911 by an innovator and farmer in New Jersey. Elizabeth White worked to domesticate blueberries—an industry which is now worldwide. In the process, she stood for fair labor rights for all ...Show More ",PBS LearningMedia,English  2020-01-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_eng06_sci_engin_design_dooropen_automatic_door_opener?e=14|*|||,ZOOM | Automatic Door Opener,"The engineering design process involves many steps. An engineer must not only be able to devise a solution to a problem but also be ready to test and evaluate that solution to reach the best result. To successfully complete the design process, an engineer must be able to identify design flaws and learn ...Show More ",PBS LearningMedia,English  2006-05-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_envh10_sci_life_eco_stopnatgas_protesting_a_natural_gas_facility?e=15|*|||,Protesting a Natural Gas Facility,"Meet Erica, a high school student from Oxnard, California, in this video excerpt from Earth Island Institute. Learn how she fought the construction of a proposed liquefied natural gas facility near her low-income, Latino neighborhood. Hear from a member of the Sierra Club who describes the proposed facility, ...Show More ",PBS LearningMedia,English  2011-03-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_evidence_response_team_fbi_crime_lab?e=16|*|||,Evidence Response Team | FBI: Inside the Crime Lab,Dorian meets with a FBI special agent at the crime scene to learn about the Evidence Response Team and their process of collecting evidence.,PBS LearningMedia,English  2018-05-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_exploring_energy_powered_by_poop_renewable_energy_powered_by_poop?e=17|*|||,Renewable Energy: Powered by Poop | Exploring Energy,Find out how a dairy farm is using a methane digester to turn cow poop (manure) into electricity.,PBS LearningMedia,English  2017-04-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f28af8b7_b419_44cb_aaf8_1ed6f3937f67_meecs_eco_bio_video_5_who_am_i?e=18|*|||,Who am I? l MEECS Eco Bio Video Lesson 5,"Students will participate in activities that provide reinforcement in understanding the terms producer, consumer, decomposer, predator, prey, carnivore, omnivore, herbivore, and food chain. Students utilize these vocabulary terms and participate in a guessing game. (This video lesson highlights activities ...Show More ",PBS LearningMedia,English  2016-02-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f2b21ca9_fbed_4e0d_896d_243b233120c7_marjorie_tatro?e=19|*|||,"Marjorie Tatro, Mechanical Engineer","Marjorie Tatro is Director of Energy Technologies & System Solutions at Sandia National Laboratories. She answers the question ""Why did you become a scientist?""",PBS LearningMedia,English  2013-12-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f34441f1_e0ad_49c9_a415_eb5e0e9113ca_f34441f1_e0ad_49c9_a415_eb5e0e9113ca?e=0|*|||,Silvery Minnow Refugium,"The Silvery Minnow Refugium in Los Lunas, New Mexico, is not your average hatchery. This place has been constructed to mimic the Rio Grande in order to breed the endangered species. This refugium is part of a larger effort by the Interstate Stream Commission, and other national and international entities, ...Show More ",PBS LearningMedia,English  2009-04-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f3d45bfb_1250_4624_8b55_14d489974d68_f3d45bfb_1250_4624_8b55_14d489974d68?e=1|*|||,Manufacturing and Industry in Utah: Oil Refineries in North Salt Lake,"View oil refineries in North Salt Lake, Utah. This video is extracted from the 22-part video series The Geography of Utah, conceived and written by Albert L. Fisher, PhD (University of Utah). The series encompasses the political, cultural, historical and sociological geography of the state of Utah. It ...Show More ",PBS LearningMedia,English  2011-05-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f657a984_9b44_4e15_a06e_27dc856fe810_human_performance_sampling?e=2|*|||,Human Performance & Sampling,"Statistics and sampling are important for human performance experiments. Students will learn several sampling types including census, random, stratified random, and convenience. Examples of real-life sampling and experimental design are also shown. This video is available in both English and Spanish ...Show More ",PBS LearningMedia,Spanish | English  2014-06-05
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f873fec6_56c7_4171_a989_8fa21b7538e4_teachable_moment_department_of_natural_resources?e=3|*|||,Teachable Moment: Department of Natural Resources | Fast Forward,"Anyone who wants to be a Park Ranger in Georgia, or maybe explore a multitude of other jobs, should know what the Department of Natural Resources (DNR) is. So we tell them.",PBS LearningMedia,English  2014-04-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_f88193d0_f6ac_4ce8_b20e_41fd09b455ca_hydropower_explore_more_the_future_of_energy?e=4|*|||,The Future of Energy - Hydropower,"Water’s raw power provides the energy to produce enough electricity for 28 million Americans every year and, as of 2011, creates nearly 10 percent all electricity in the U.S. Worldwide, hydropower generates more than 2.3 trillion Kilowatt (kW) hours of electricity per year, the energy equivalent of 3.6 ...Show More ",PBS LearningMedia,English  2014-12-26
