Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_asl19_sci_birdcams_citizen_science_for_your_classroom_cornell_bird_cams_lab?e=17|*|||,Citizen Science for Your Classroom: Cornell Bird Cams Lab,Bring video of birds from around the world into your classroom and strengthen students’ observation and questioning skills with Cornell Bird Cams. Scientists from the Cornell Lab of Ornithology need citizen scientists to help them learn more about the behavior of birds commonly found in many backyards. ...Show More ,PBS LearningMedia,English | Spanish  2019-04-25
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_asl19_sci_cub_citizen_science_for_your_classroom_celebrate_urban_birds?e=18|*|||,Citizen Science for Your Classroom: Celebrate Urban Birds,"Explore the various ways birds use green spaces by participating in the Celebrate Urban Birds citizen science project. Watch this video produced for American Spring LIVE to learn how you can join scientists from the Cornell Lab of Ornithology in this research initiative. Despite the name, observations ...Show More ",PBS LearningMedia,English | Spanish  2019-04-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_asl19_sci_lilac_citizen_science_for_your_classroom_track_a_lilac?e=19|*|||,Citizen Science for Your Classroom: Track a Lilac,Engage students with hands-on science by contributing to the Track a Lilac citizen science research project. Scientists are working with volunteers across North America to study phenology—seasonal changes in plant and animal life cycles. Watch this video produced for American Spring LIVE to learn how ...Show More ,PBS LearningMedia,Spanish | English  2019-04-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ate10_sci_engin_systems_nano_nanotechnology?e=0|*|||,Nanotechnology,"This video segment adapted from Pennsylvania College of Technology and WVIA examines nanotechnology, the art and science of manipulating and rearranging individual atoms and molecules to create useful materials, devices, and systems. Learn how atoms are at the core of nanotechnology and how researchers ...Show More ",PBS LearningMedia,English  2009-12-08
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ate10_sci_engin_systems_nanocareer_nanoscience_career_advice?e=1|*|||,Nanoscience Career Advice,"This video adapted from North Dakota State College of Science explores the range of science and technology careers that work with matter at an incredibly small scale: the nanoscale. Anyone interested in mathematics or science, whether it’s physics, biology, or chemistry, can find a job that’s right for ...Show More ",PBS LearningMedia,English  2011-01-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_attack_of_the_its_okay_to_be_smart_attack_of_the_its_okay_to_be_smart?e=2|*|||,Attack of the Zombie Parasites! | It's Okay to Be Smart,"Shows like The Walking Dead are full of hungry, mindless, surprisingly fleet-footed armies of brain-eating zombies. Could they actually exist? Are zombies real? Well, maybe if you’re talking about zom-bees! This week I introduce you to some of nature’s strangest mind-controlling parasites, who make zombies ...Show More ",PBS LearningMedia,English  2016-10-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_automation_braincraft_automation_braincraft?e=3|*|||,The Automation Paradox | Braincraft,The psychology behind self-driving cars: What happens when people don’t interact with technology in the way that developers expect?,PBS LearningMedia,English  2017-01-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b03f6265_f74e_479d_bbbf_10b5eb852792_georgia_stories_the_land_and_fossils?e=4|*|||,The Land and Fossils | Georgia Stories,"In any story, the stage must first be set. Georgia's story begins showing how its geography was shaped and molded by the forces of nature. Sweeping scenes show off the geographic variety of the state east to west and north to south, from the ocean to the mountains, the swamp to the rivers, and all of ...Show More ",PBS LearningMedia,English  2014-05-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b07a81ee_2640_474e_a08f_8c30043705da_do_we_hear_with_jaw_bones_your_inner_fish?e=5|*|||,Do We Listen With Our Jaw Bones? | Your Inner Fish,"Discover the amazing process of evolution behind the structure of mammalian ears. Our ears are much more sensitive than those of most reptiles, but where did these bones come from? Evolutionary biologists Karen Sears and Neil Shubin show us evidence of their connection to the bones of ancient reptilian ...Show More ",PBS LearningMedia,English  2014-03-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b08c4212_20d4_4b54_a51e_bb07fd764227_whale_naturalist_career_series?e=6|*|||,Whale Naturalist | Career Series,"Explore the career of a Whale Naturalist! Learn what it’s like to work aboard a boat in search of whales and marine life. Students will gain insights from Kera, a Whale Naturalist at the Aquarium of the Pacific in Long Beach, California. This video series will investigate the skills necessary to be successful, ...Show More ",PBS LearningMedia,English  2018-12-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b0f67ab8_9bfb_4656_bace_8d2affc035a9_unit_4_segment_h_conservation_of_energy_physics_in_motion?e=7|*|||,"Unit 4, Segment H: Conservation of Energy | Physics in Motion",We explore the inner workings of a hydroelectric dam as we learn about the law of conservation of energy. The difference between conservative and non-conservative forces is illustrated and we work through an example problem involving gravitational potential energy and kinetic energy.,PBS LearningMedia,English  2019-01-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b17f10fc_bbf1_49e9_8fba_910ff3c813ff_a_pellet_of_poison?e=8|*|||,A Pellet of Poison | Medicine Woman,The strange story of how the lives of two famous women—Marie Curie and Doctor Susan Picotte—intersected in 1915. In the autumn of 1915 on the Omaha Indian Reservation in Nebraska a small package arrived at the home of Doctor Susan Picotte. It contained a tiny pellet of radium sent by Madam Marie Curie ...Show More ,PBS LearningMedia,English  2016-11-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b1ac8510_4b88_4b51_b8b4_78d1d4eff3f7_bentley_wood?e=9|*|||,Wood | Raw to Ready: Bentley,"This clip from Raw to Ready: Bentley focuses on how the ancient Egyptians began a process called wood veneering. Their love for ebony inspired them to use less of the precious wood by simply covering finished pieces. In Louis XIV's France, veneer-decorated furniture was a high art. Wood burr was the ...Show More ",PBS LearningMedia,English  2013-12-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b1bf37ce_d988_40dd_89f1_a06665375a8b_nc_science_now_breaking_habits?e=10|*|||,Breaking Habits/NC Science Now,"Duke researchers discover habits leave a lasting mark on specific circuits in the brain, one-reason habits are tough to change",PBS LearningMedia,English  2016-05-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b1c4d402_a094_42b8_aef3_7c33b43f40e6_digging_archaeology_03_data_collection_1?e=11|*|||,SciGirls | Digging Archaeology 03: Data Collection 1,The SciGirls excavate part of an archaeological dig site. They learn about the process of excavation and the necessity of documenting what you find where you find it.,PBS LearningMedia,Spanish | English  2013-10-09
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b1cf8974_5fb8_4199_bf9e_d6f107677c9d_fast_forward_southwire?e=12|*|||,Southwire | Fast Forward,"We take our search for Georgia STEM careers to Carrollton, with a visit to Southwire, the largest manufacturer of wire and cable in North America. Here we cover the types of careers available at Southwire. And we shine a (well-wired) spotlight on Southwire's Engineering Academy for high school students. ...Show More ",PBS LearningMedia,English  2014-04-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b1ebd3b6_cc98_473b_92b8_ffc41dba512c_scigirls_frog_whisperers_02_mentor_moment?e=13|*|||,SciGirls | Frog Whisperers 02: Mentor Moment,"Girls benefit from relationships with mentors. Not only can mentors guide the girls through an inquiry investigation, but they also serve as role models, someone succeeding at a scientific career. As a science educator the mentor takes the girls to observe frogs and toads in their natural habitat and ...Show More ",PBS LearningMedia,Spanish | English  2015-07-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b2fdbb37_278f_4a5d_819b_664b0455cffa_mother_natures_shoes_05_share_and_test_prototypes?e=14|*|||,SciGirls | Mother Nature's Shoes 05: Share and Test Prototypes,This SciGirls video highlights the difficulties in testing prototypes and involving the public in testing. Failure is something that happens as part of the engineering design process. The SciGirls experience this firsthand when testing their first non-slip prototypes with friends and family. The girls ...Show More ,PBS LearningMedia,English | Spanish  2013-10-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b319521d_1462_4041_b434_71d324dd1cd9_indiana_expeditions_thompson_family_and_their_creepy_crawlers?e=15|*|||,Indiana Expeditions | Thompson Family and Their Creepy Crawlers,"Join Rick Crosslin, host of Indiana Expeditions, as he meets up with the Thompson family and their unique collection of creepy crawler pets. This video is available in both English and Spanish audio, along with corresponding closed captions.",PBS LearningMedia,English | Spanish  2013-09-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b373c10f_ddae_42b0_93fc_ca5ed821f38a_whats_next_for_nuclear?e=16|*|||,What's Next for Nuclear?,"Can nuclear power be produced safely and affordably? In this video from QUEST produced by KQED, meet a scientist at the University of California, Berkeley, who is working to do just that. This video is available in both English and Spanish audio, along with corresponding closed captions.",PBS LearningMedia,Spanish | English  2013-12-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b403edb8_8d4d_4d07_9c19_0ac840d6446b_managing_carbon_dioxide_the_geologic_solution_the_phases_of_oil_recovery_so_far?e=17|*|||,Managing Carbon Dioxide: The Geologic Solution - The Phases of Oil Recovery So Far,"Primary, secondary, and tertiary oil recovery are described and illustrated (Using pressure, water, and CO2)",PBS LearningMedia,English  2014-07-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b414c7a6_2af0_46c2_934a_4e65c2d125f6_scigirls_feathered_friends_06_mentor_moment?e=18|*|||,SciGirls | Feathered Friends 06: Mentor Moment,"The SciGirls learn about their mentor as someone who loves her job as a scientist and has a fun life outside of the science lab. Seeing women who have succeeded in STEM helps inspire and motivate girls, especially when they can relate to these mentors as people with lives outside of their job.",PBS LearningMedia,English | Spanish  2015-07-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b4d40059_613a_4516_a994_ac52f6bba6a7_multitasking_mania_04_share?e=19|*|||,SciGirls | Multitasking Mania 04: Share,After completing their multitasking experiment the girls review the data they collected to determine if their peers can multitask while doing a homework-like task. The results are pretty clear from the their investigation and the girls are excited to share them with their mentor.,PBS LearningMedia,Spanish | English  2013-10-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b4df5484_4941_44b8_9748_23f95fbd8428_unit_5_segment_f_ohms_law_physics_in_motion?e=0|*|||,"Unit 5, Segment F: Ohm's Law | Physics in Motion","Ohm's law is explored qualitatively and mathematically and terms such as voltage, current, resistance, and circuit are defined.",PBS LearningMedia,English  2019-02-05
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_b4fb15e7_4824_4ba1_88b9_d6f53bd58b4b_multitasking_mania_01_mentor_moment?e=1|*|||,SciGirls | Multitasking Mania 01: Mentor Moment,"Seeing women who have succeeded in STEM helps inspire and motivate girls, especially when they can relate to these mentors as people with lives outside of their job. The SciGirls rely on their mentor to explain a little bit about the current research behind multitasking and some tips when doing social ...Show More ",PBS LearningMedia,Spanish | English  2013-10-16
