Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_why_of_the_3_divisibility_rule_hindi?e=4|*|||,The why of the 3 divisibility rule (Hindi),Why you can add the digits to see if something is divisible by 3.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_why_of_the_9_divisibility_rule?e=5|*|||,The why of the 9 divisibility rule,Why you can test divisibility by 9 by just adding the digits,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_why_of_the_9_divisibility_rule_hindi?e=6|*|||,The why of the 9 divisibility rule (Hindi),Why you can test divisibility by 9 by just adding the digits.,Khan Academy,Hindi  2018-09-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_the_zeroth_power?e=7|*|||,The zeroth power,Learn why a number raised to the zero power equals 1.,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_time_unit_conversion?e=8|*|||,Converting units of time,"Learn to convert hours, minutes, and seconds.",Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_time_word_problem?e=9|*|||,Time word problem: Susan's break,Sal solves a time word problem and involves converting hours and minutes.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_transitioning_from_counting_to_multiplying_to_find_area_3rd_grade_khan_academy?e=10|*|||,Transitioning from unit squares to area formula,Lindsay finds the area of a rectangle both by counting unit squares and multiplying side lengths.,Khan Academy,English  2017-03-01
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_translation_example?e=11|*|||,Performing translations,Sal shows how to perform a translation on a triangle using our interactive widget!,Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_triangle_missing_side_example?e=12|*|||,Triangle missing side example,Sal finds a missing side length on a triangle when given its area.,Khan Academy,English  2017-05-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_u08_l1_t2_we2_reading_line_graphs?e=13|*|||,Reading line graphs,"A line graph is way to visually represent data, especially data that changes over time. Let's take a look at an example.",Khan Academy,English  2016-09-28
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_understanding_equivalent_ratios?e=14|*|||,Understanding equivalent ratios,Sal discusses what it means for two ratios to be equivalent.,Khan Academy,English  2017-10-30
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_understanding_place_value_1_exercise?e=15|*|||,Understanding place value,Sal discusses how a digit in one place represents ten times what it represents in the place to its right.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_understanding_place_value_when_subtracting?e=16|*|||,Relate place value to standard algorithm for multi-digit subtraction,Transition from a place value chart to standard algorithm when subtracting multi-digit numbers.,Khan Academy,English  2018-03-30
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_understanding_statistical_questions?e=17|*|||,Statistical questions,"What makes a question a ""statistical question""?",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_understanding_variables_representing_integers_on_number_line?e=18|*|||,Ordering expressions,Let's get some practice thinking about adding and subtracting variables representing positive and negative numbers on the number line.,Khan Academy,English  2017-03-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_unit_conversion_exercise_example_1?e=19|*|||,Multiple units word problem: road trip,"Sal solves a word problem where he finds the cost of gas in a road trip given the car's fuel efficiency, length of the trip, and price of gas.",Khan Academy,English  2017-02-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_usain_bolt_s_average_speed?e=0|*|||,Finding average speed or rate,"Using the formula for finding distance we can determine Usian Bolt's average speed, or rate, when he broke the world record in 2009 in the 100m. Watch.",Khan Academy,English  2018-09-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_using_a_protractor?e=1|*|||,Measuring angles using a protractor,Learn to use a virtual protractor to measure angles.,Khan Academy,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_using_mean_to_find_missing_value?e=2|*|||,Missing value given the mean,Learn how to find the value of a missing piece of data if you know the mean of the data set.,Khan Academy,English  2017-09-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_using_proportion_to_solve_for_variable?e=3|*|||,Proportion word problem: hot dogs,Mika can eat 21 hot dogs in 66 minutes. She wants to know how many minutes it would take her to eat 35 hot dogs if she can keep up the same pace.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_using_reflection_tool?e=4|*|||,Performing reflections,Sal shows how to perform a reflection on a quadrilateral using our interactive widget!,Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_using_rotation_widget?e=5|*|||,Performing rotations,Sal shows how to perform a rotation on a pentagon using our interactive widget!,Khan Academy,English  2018-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_values_to_make_absolute_value_inequality_true?e=6|*|||,Testing solutions to absolute value inequalities,"Sal determines if values of x are solutions to an absolute value inequality. For example, does x = -5 satisfy x > 5?",Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_variables_and_expressions_1?e=7|*|||,Evaluating an expression with one variable,"Learn how to evaluate an expression with variables using a technique called substitution (or ""plugging in"").",Khan Academy,English  2017-03-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_variables_expression_equations_hindi?e=8|*|||,"Variables, expressions, & equations (Hindi)","Learn what variables, expressions, and equations are.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_variables_expressions_and_equations?e=9|*|||,"Variables, expressions, & equations","Learn what variables, expressions, and equations are.",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_vertical_slice_of_rectangular_pyramid?e=10|*|||,Slicing a rectangular pyramid,What happens when you slice vertically into a rectangular pyramid? What kind of geometric shape results?,Khan Academy,English  2017-03-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_vertices_sides_and_diagonals_of_a_polygon_class_6_india_khan_academy?e=11|*|||,"Vertices, sides, and diagonals, of a polygon","What do we mean when we say vertices, sides, or diagonals, of a polygon? What do adjacent sides and adjacent vertices mean?",Khan Academy,English  2018-04-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_vertices_sides_and_diagonals_of_a_polygon_hindi?e=12|*|||,"Vertices, sides, and diagonals, of a polygon (Hindi)","What do we mean when we say vertices, sides, or diagonals, of a polygon? What do adjacent sides and adjacent vertices mean?",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visualizing_equivalent_fractions?e=13|*|||,Visualizing equivalent fractions,Sal uses fraction models to show equivalent fractions.,Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visualizing_equivalent_fractions_hindi?e=14|*|||,Visualizing equivalent fractions (Hindi),Supriya uses fraction models to show equivalent fractions.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visualizing_fraction_products?e=15|*|||,Multiplying 2 fractions: fraction model,Sal uses a fraction model to multiply fractions.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visually_adding_fractions_5614_hindi?e=16|*|||,Visually adding fractions: 5/6+1/4 (Hindi),Supriya adds 5/6+1/4 using a fraction model for help.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visually_adding_fractions_with_unlike_denominators?e=17|*|||,Visually adding fractions: 5/6+1/4,Sal adds 5/6+1/4 using a fraction model for help.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visually_dividing_a_fraction_by_a_whole_number?e=18|*|||,Dividing a fraction by a whole number,Sal uses an area model to divide a fraction by a whole number.,Khan Academy,English  2017-11-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visually_subtracting_fractions_34_58_hindi?e=19|*|||,Visually subtracting fractions: 3/4 - 5/8 (Hindi),Supriya subtracts 3/4-5/8 using a fraction model for help.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_visually_subtracting_fractions_with_unlike_denominators?e=0|*|||,Visually subtracting fractions: 3/4-5/8,Sal subtracts 3/4-5/8 using a fraction model for help.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_volume_of_a_rectangular_prism_with_fractional_cubes?e=1|*|||,Volume with fractional cubes,"Another way of finding the volume of a rectangular prism involves dividing it into fractional cubes, finding the volume of one, and then multiplying that volume by the number of cubes that fit into our rectangular prism.",Khan Academy,English  2017-04-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_volume_of_a_rectangular_prism_with_fractional_dimensions?e=2|*|||,Volume of a rectangular prism: fractional dimensions,Learn how to find the volume of a rectangular prism that has fractional side lengths. The prism in this video has dimensions 3/5 by 1 1/6 by 3/7.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_volume_through_decomposition?e=3|*|||,Volume through decomposition,Sal finds the volume of an irregular 3D figure by breaking the figure into 2 rectangular prisms and finding the volume of each part.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_volume_word_problem_example?e=4|*|||,Volume word problem: water tank,Sal using volume of a rectangular prism to solve a word problem.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ways_to_cut_a_cube?e=5|*|||,Ways to cross-section a cube,Learn about all the different ways we can obtain cross-sections of a cube.,Khan Academy,English  2017-03-05
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_ways_to_represent_data?e=6|*|||,Representing data,Here are a few of the many ways to look at data. Which is your favorite?,Khan Academy,English  2017-05-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_what_is_a_variable?e=7|*|||,What is a variable?,Our focus here is understanding that a variable is just a symbol that can represent different values in an expression. We got this. Just watch.,Khan Academy,English  2017-03-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_what_is_a_variable_hindi?e=8|*|||,What is a variable? (Hindi),Our focus here is understanding that a variable is just a symbol that can represent different values in an expression. We got this. Just watch.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_whole_number_divided_by_a_fraction_example?e=9|*|||,Dividing a whole number by a fraction,Sal uses a tape diagram to divide a whole number by a fraction.,Khan Academy,English  2017-11-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_whole_numbers_as_fractions_hindi?e=10|*|||,Whole numbers as fractions (Hindi),Use fraction models and a number line to represent 3 as a fraction.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_all_the_letters_in_algebra?e=11|*|||,Why all the letters in algebra?,Jesse Roe and Sal Khan talk about why we use letters in algebra.,Khan Academy,English  2016-11-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_all_the_letters_in_algebra_hindi?e=12|*|||,Why all the letters in algebra? (Hindi),Supriya Tripathi talks about why we use letters in algebra.,Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_aren_t_we_using_the_multiplication_sign?e=13|*|||,Why aren't we using the multiplication sign?,"Great question. In algebra, we do indeed avoid using the multiplication sign. We'll explain it for you here.",Khan Academy,English  2017-03-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_arent_we_using_the_multiplication_sign_hindi?e=14|*|||,Why aren't we using the multiplication sign? (Hindi),"Great question. In algebra, we do indeed avoid using the multiplication sign. We'll explain it for you here.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_subtracting_a_negative_equivalent_to_adding_a_positive?e=15|*|||,Subtracting a negative = adding a positive,Find out why subtracting a negative number is the same as adding the absolute value of that number.,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_why_we_do_the_same_thing_to_both_sides_simple_equations?e=16|*|||,Same thing to both sides of equations,The example of a scale where we try to achieve balance helps to explain why we do the same thing to both sides of an equation.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_worked_example_classifying_triangles_hindi?e=17|*|||,Worked example: Classifying triangles (Hindi),"Work through sample problems categorizing triangles as scalene, isosceles, equilateral, acute, right, or obtuse.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_worked_example_solving_proportions_hindi?e=18|*|||,Worked example: Solving proportions (Hindi),"Learn the reasoning behind solving proportions. We'll put some algebra to work to get our answers, too.",Khan Academy,Hindi  2018-09-27
